subject,predicate,object,scope
O006-C140-CMP-D008-THM05,belongs_to,O006-C140-CMP-D008,local
O006-C140-CMP-D008-THM06,belongs_to,O006-C140-CMP-D008,local
O006-C140-CMP-D008-THM07,belongs_to,O006-C140-CMP-D008,local
O006-C140-CMP-D008-THM08,belongs_to,O006-C140-CMP-D008,local
O006-C140-CMP-D008-THM09,belongs_to,O006-C140-CMP-D008,local
O006-C140-CMP-D008-THM10,belongs_to,O006-C140-CMP-D008,local
O006-C140-CMP-D008-THM11,belongs_to,O006-C140-CMP-D008,local
O006-C140-CMP-D009,extends,O006-C140-CMP-D003,local
O006-C140-CMP-D009,follows,O006-C140-CMP-D008,local
O006-C140-CMP-D009,references,O006-C140-CMP-D009-THM-FITTED-RESIDUAL-COVARIANCE,local
O006-C140-CMP-D009,references,O006-C140-CMP-D009-THM-OLS-SOLUTION,local
O006-C140-CMP-D009,supports,O006-C140-CMP-MS12,local
O006-C140-CMP-D009,supports,O006-C140-CMP-SIM005,local
O006-C140-CMP-D009-ALG-AUDIT,belongs_to,O006-C140-CMP-D009,local
O006-C140-CMP-D009-ASM-FIXED-DESIGN,belongs_to,O006-C140-CMP-D009,local
O006-C140-CMP-D009-ASM-GAUSSIAN,belongs_to,O006-C140-CMP-D009,local
O006-C140-CMP-D009-CTR-NONGAUSSIAN,belongs_to,O006-C140-CMP-D009,local
O006-C140-CMP-D009-CTR-NONSPHERICAL,belongs_to,O006-C140-CMP-D009,local
O006-C140-CMP-D009-CTR-NONZERO-MEAN,belongs_to,O006-C140-CMP-D009,local
O006-C140-CMP-D009-CTR-RANK,belongs_to,O006-C140-CMP-D009,local
O006-C140-CMP-D009-DEF-BLUE,belongs_to,O006-C140-CMP-D009,local
O006-C140-CMP-D009-DEF-OLS,belongs_to,O006-C140-CMP-D009,local
O006-C140-CMP-D009-DEF-PROJECTIONS,belongs_to,O006-C140-CMP-D009,local
O006-C140-CMP-D009-DEF-RSS,belongs_to,O006-C140-CMP-D009,local
O006-C140-CMP-D009-PRF-FITTED-RESIDUAL-COVARIANCE,belongs_to,O006-C140-CMP-D009,local
O006-C140-CMP-D009-PRF-GAUSS-MARKOV,belongs_to,O006-C140-CMP-D009,local
O006-C140-CMP-D009-PRF-GAUSSIAN-DECOMPOSITION,belongs_to,O006-C140-CMP-D009,local
O006-C140-CMP-D009-PRF-GAUSSIAN-MLE,belongs_to,O006-C140-CMP-D009,local
O006-C140-CMP-D009-PRF-OLS-MOMENTS,belongs_to,O006-C140-CMP-D009,local
O006-C140-CMP-D009-PRF-OLS-SOLUTION,belongs_to,O006-C140-CMP-D009,local
O006-C140-CMP-D009-PRF-PROJECTION-GEOMETRY,belongs_to,O006-C140-CMP-D009,local
O006-C140-CMP-D009-PRF-SIGMA-UNBIASED,belongs_to,O006-C140-CMP-D009,local
O006-C140-CMP-D009-REM-GM-SCOPE,belongs_to,O006-C140-CMP-D009,local
O006-C140-CMP-D009-REM-LEVERAGE,belongs_to,O006-C140-CMP-D009,local
O006-C140-CMP-D009-REM-MLE-VS-GM,belongs_to,O006-C140-CMP-D009,local
O006-C140-CMP-D009-SEC-FAILURES,belongs_to,O006-C140-CMP-D009,local
O006-C140-CMP-D009-SEC-GAUSS-MARKOV,belongs_to,O006-C140-CMP-D009,local
O006-C140-CMP-D009-SEC-GAUSSIAN-MLE,belongs_to,O006-C140-CMP-D009,local
O006-C140-CMP-D009-SEC-GEOMETRY,belongs_to,O006-C140-CMP-D009,local
O006-C140-CMP-D009-SEC-MOMENTS,belongs_to,O006-C140-CMP-D009,local
O006-C140-CMP-D009-SEC-OLS,belongs_to,O006-C140-CMP-D009,local
O006-C140-CMP-D009-SEC-OVERVIEW,belongs_to,O006-C140-CMP-D009,local
O006-C140-CMP-D009-SEC-SETUP,belongs_to,O006-C140-CMP-D009,local
O006-C140-CMP-D009-SEC-SIGMA2,belongs_to,O006-C140-CMP-D009,local
O006-C140-CMP-D009-SEC-SUMMARY,belongs_to,O006-C140-CMP-D009,local
O006-C140-CMP-D009-THM-FITTED-RESIDUAL-COVARIANCE,belongs_to,O006-C140-CMP-D009,local
O006-C140-CMP-D009-THM-GAUSS-MARKOV,belongs_to,O006-C140-CMP-D009,local
O006-C140-CMP-D009-THM-GAUSS-MARKOV-LINEAR-TARGET,belongs_to,O006-C140-CMP-D009,local
O006-C140-CMP-D009-THM-GAUSSIAN-DECOMPOSITION,belongs_to,O006-C140-CMP-D009,local
O006-C140-CMP-D009-THM-GAUSSIAN-MLE,belongs_to,O006-C140-CMP-D009,local
O006-C140-CMP-D009-THM-OLS-MOMENTS,belongs_to,O006-C140-CMP-D009,local
O006-C140-CMP-D009-THM-OLS-SOLUTION,belongs_to,O006-C140-CMP-D009,local
O006-C140-CMP-D009-THM-PROJECTION-GEOMETRY,belongs_to,O006-C140-CMP-D009,local
O006-C140-CMP-D009-THM-SIGMA-UNBIASED,belongs_to,O006-C140-CMP-D009,local
O006-C140-CMP-D010,extends,O006-C140-CMP-D007,local
O006-C140-CMP-D010,follows,O006-C140-CMP-D009,local
O006-C140-CMP-D010,references,O006-C140-CMP-D007-THM06,local
O006-C140-CMP-D010,references,O006-C140-CMP-D010-ASM01,local
O006-C140-CMP-D010,references,O006-C140-CMP-D010-CTR01,local
O006-C140-CMP-D010,references,O006-C140-CMP-D010-DEF02,local
O006-C140-CMP-D010,references,O006-C140-CMP-D010-DEF03,local
O006-C140-CMP-D010,references,O006-C140-CMP-D010-PRF01,local
O006-C140-CMP-D010,references,O006-C140-CMP-D010-PRF06,local
O006-C140-CMP-D010,references,O006-C140-CMP-D010-THM01,local
O006-C140-CMP-D010,references,O006-C140-CMP-D010-THM02,local
O006-C140-CMP-D010,references,O006-C140-CMP-D010-THM03,local
O006-C140-CMP-D010,references,O006-C140-CMP-D010-THM04,local
O006-C140-CMP-D010,references,O006-C140-CMP-D010-THM05,local
O006-C140-CMP-D010,references,O006-C140-CMP-D010-THM09,local
O006-C140-CMP-D010,supports,O006-C140-CMP-MS12,local
O006-C140-CMP-D010,supports,O006-C140-CMP-SIM005,local
O006-C140-CMP-D010-ALG01,belongs_to,O006-C140-CMP-D010,local
O006-C140-CMP-D010-ASM01,belongs_to,O006-C140-CMP-D010,local
O006-C140-CMP-D010-CTR01,belongs_to,O006-C140-CMP-D010,local
O006-C140-CMP-D010-CTR02,belongs_to,O006-C140-CMP-D010,local
O006-C140-CMP-D010-DEF01,belongs_to,O006-C140-CMP-D010,local
O006-C140-CMP-D010-DEF02,belongs_to,O006-C140-CMP-D010,local
O006-C140-CMP-D010-DEF03,belongs_to,O006-C140-CMP-D010,local
O006-C140-CMP-D010-EX01,belongs_to,O006-C140-CMP-D010,local
O006-C140-CMP-D010-PRF01,belongs_to,O006-C140-CMP-D010,local
O006-C140-CMP-D010-PRF02,belongs_to,O006-C140-CMP-D010,local
O006-C140-CMP-D010-PRF03,belongs_to,O006-C140-CMP-D010,local
O006-C140-CMP-D010-PRF04,belongs_to,O006-C140-CMP-D010,local
O006-C140-CMP-D010-PRF05,belongs_to,O006-C140-CMP-D010,local
O006-C140-CMP-D010-PRF06,belongs_to,O006-C140-CMP-D010,local
O006-C140-CMP-D010-PRF07,belongs_to,O006-C140-CMP-D010,local
O006-C140-CMP-D010-PRF08,belongs_to,O006-C140-CMP-D010,local
O006-C140-CMP-D010-PRF09,belongs_to,O006-C140-CMP-D010,local
O006-C140-CMP-D010-PRF10,belongs_to,O006-C140-CMP-D010,local
O006-C140-CMP-D010-REM01,belongs_to,O006-C140-CMP-D010,local
O006-C140-CMP-D010-REM02,belongs_to,O006-C140-CMP-D010,local
O006-C140-CMP-D010-REM03,belongs_to,O006-C140-CMP-D010,local
O006-C140-CMP-D010-REM04,belongs_to,O006-C140-CMP-D010,local
O006-C140-CMP-D010-REM05,belongs_to,O006-C140-CMP-D010,local
O006-C140-CMP-D010-REM06,belongs_to,O006-C140-CMP-D010,local
O006-C140-CMP-D010-SEC01,belongs_to,O006-C140-CMP-D010,local
O006-C140-CMP-D010-SEC02,belongs_to,O006-C140-CMP-D010,local
O006-C140-CMP-D010-SEC03,belongs_to,O006-C140-CMP-D010,local
O006-C140-CMP-D010-SEC04,belongs_to,O006-C140-CMP-D010,local
O006-C140-CMP-D010-SEC05,belongs_to,O006-C140-CMP-D010,local
O006-C140-CMP-D010-SEC06,belongs_to,O006-C140-CMP-D010,local
O006-C140-CMP-D010-THM01,belongs_to,O006-C140-CMP-D010,local
O006-C140-CMP-D010-THM02,belongs_to,O006-C140-CMP-D010,local
O006-C140-CMP-D010-THM03,belongs_to,O006-C140-CMP-D010,local
O006-C140-CMP-D010-THM04,belongs_to,O006-C140-CMP-D010,local
O006-C140-CMP-D010-THM05,belongs_to,O006-C140-CMP-D010,local
O006-C140-CMP-D010-THM06,belongs_to,O006-C140-CMP-D010,local
O006-C140-CMP-D010-THM07,belongs_to,O006-C140-CMP-D010,local
O006-C140-CMP-D010-THM08,belongs_to,O006-C140-CMP-D010,local
O006-C140-CMP-D010-THM09,belongs_to,O006-C140-CMP-D010,local
O006-C140-CMP-D010-THM10,belongs_to,O006-C140-CMP-D010,local
O006-C140-CMP-D011,follows,O006-C140-CMP-D010,local
O006-C140-CMP-D011,references,O006-C140-CMP-D008,local
O006-C140-CMP-D011,references,O006-C140-CMP-D009,local
O006-C140-CMP-D011,references,O006-C140-CMP-D010,local
O006-C140-CMP-D011,references,O006-C140-CMP-SIM005,local
O006-C140-CMP-D011,supports,O006-C140-CMP-MS12,local
O006-C140-CMP-D011,supports,O006-C140-CMP-SIM005,local
O006-C140-CMP-D011,uses,O006-C140-CMP-D008,local
O006-C140-CMP-D011,uses,O006-C140-CMP-D009,local
O006-C140-CMP-D011-ALG01,belongs_to,O006-C140-CMP-D011,local
O006-C140-CMP-D011-CTR01,belongs_to,O006-C140-CMP-D011,local
O006-C140-CMP-D011-CTR02,belongs_to,O006-C140-CMP-D011,local
O006-C140-CMP-D011-DEF01,belongs_to,O006-C140-CMP-D011,local
O006-C140-CMP-D011-DEF02,belongs_to,O006-C140-CMP-D011,local
O006-C140-CMP-D011-DEF03,belongs_to,O006-C140-CMP-D011,local
O006-C140-CMP-D011-EX01,belongs_to,O006-C140-CMP-D011,local
O006-C140-CMP-D011-EX02,belongs_to,O006-C140-CMP-D011,local
O006-C140-CMP-D011-PRF01,belongs_to,O006-C140-CMP-D011,local
O006-C140-CMP-D011-PRF02,belongs_to,O006-C140-CMP-D011,local
O006-C140-CMP-D011-PRF03,belongs_to,O006-C140-CMP-D011,local
O006-C140-CMP-D011-PRF04,belongs_to,O006-C140-CMP-D011,local
O006-C140-CMP-D011-PRF05,belongs_to,O006-C140-CMP-D011,local
O006-C140-CMP-D011-REM01,belongs_to,O006-C140-CMP-D011,local
O006-C140-CMP-D011-SEC01,belongs_to,O006-C140-CMP-D011,local
O006-C140-CMP-D011-SEC02,belongs_to,O006-C140-CMP-D011,local
O006-C140-CMP-D011-SEC03,belongs_to,O006-C140-CMP-D011,local
O006-C140-CMP-D011-SEC04,belongs_to,O006-C140-CMP-D011,local
O006-C140-CMP-D011-SEC05,belongs_to,O006-C140-CMP-D011,local
O006-C140-CMP-D011-SEC06,belongs_to,O006-C140-CMP-D011,local
O006-C140-CMP-D011-THM01,belongs_to,O006-C140-CMP-D011,local
O006-C140-CMP-D011-THM02,belongs_to,O006-C140-CMP-D011,local
O006-C140-CMP-D011-THM03,belongs_to,O006-C140-CMP-D011,local
O006-C140-CMP-D011-THM04,belongs_to,O006-C140-CMP-D011,local
O006-C140-CMP-D011-THM05,belongs_to,O006-C140-CMP-D011,local
O006-C140-CMP-D012,extends,O006-PSU-012,external
O006-C140-CMP-D012,follows,O006-C140-CMP-D011,local
O006-C140-CMP-D012,references,O006-C140-CMP-D007-DEF01,local
O006-C140-CMP-D012,references,O006-C140-CMP-D007-DEF06,local
O006-C140-CMP-D012,references,O006-C140-CMP-D012-ASM01,local
O006-C140-CMP-D012,references,O006-C140-CMP-D012-EX01,local
O006-C140-CMP-D012,references,O006-C140-CMP-D012-EX03,local
O006-C140-CMP-D012,references,O006-C140-CMP-D012-THM01,local
O006-C140-CMP-D012,references,O006-C140-CMP-D012-THM07,local
O006-C140-CMP-D012,references,O006-C140-CMP-D012-THM08,local
O006-C140-CMP-D012,references,O006-C140-CMP-D012-THM09,local
O006-C140-CMP-D012,references,O006-PSU-012,external
O006-C140-CMP-D012,uses,O006-C140-CMP-D007,local
O006-C140-CMP-D012-ALG01,belongs_to,O006-C140-CMP-D012,local
O006-C140-CMP-D012-ASM01,belongs_to,O006-C140-CMP-D012,local
O006-C140-CMP-D012-CTR01,belongs_to,O006-C140-CMP-D012,local
O006-C140-CMP-D012-DEF01,belongs_to,O006-C140-CMP-D012,local
O006-C140-CMP-D012-DEF02,belongs_to,O006-C140-CMP-D012,local
O006-C140-CMP-D012-DEF03,belongs_to,O006-C140-CMP-D012,local
O006-C140-CMP-D012-DEF04,belongs_to,O006-C140-CMP-D012,local
O006-C140-CMP-D012-EX01,belongs_to,O006-C140-CMP-D012,local
O006-C140-CMP-D012-EX02,belongs_to,O006-C140-CMP-D012,local
O006-C140-CMP-D012-EX03,belongs_to,O006-C140-CMP-D012,local
O006-C140-CMP-D012-EX04,belongs_to,O006-C140-CMP-D012,local
O006-C140-CMP-D012-EX05,belongs_to,O006-C140-CMP-D012,local
O006-C140-CMP-D012-PRF01,belongs_to,O006-C140-CMP-D012,local
O006-C140-CMP-D012-PRF02,belongs_to,O006-C140-CMP-D012,local
O006-C140-CMP-D012-PRF03,belongs_to,O006-C140-CMP-D012,local
O006-C140-CMP-D012-PRF04,belongs_to,O006-C140-CMP-D012,local
O006-C140-CMP-D012-PRF05,belongs_to,O006-C140-CMP-D012,local
O006-C140-CMP-D012-PRF06,belongs_to,O006-C140-CMP-D012,local
O006-C140-CMP-D012-PRF07,belongs_to,O006-C140-CMP-D012,local
O006-C140-CMP-D012-PRF08,belongs_to,O006-C140-CMP-D012,local
O006-C140-CMP-D012-PRF09,belongs_to,O006-C140-CMP-D012,local
O006-C140-CMP-D012-REM01,belongs_to,O006-C140-CMP-D012,local
O006-C140-CMP-D012-REM02,belongs_to,O006-C140-CMP-D012,local
O006-C140-CMP-D012-REM03,belongs_to,O006-C140-CMP-D012,local
O006-C140-CMP-D012-REM04,belongs_to,O006-C140-CMP-D012,local
O006-C140-CMP-D012-SEC01,belongs_to,O006-C140-CMP-D012,local
O006-C140-CMP-D012-SEC02,belongs_to,O006-C140-CMP-D012,local
O006-C140-CMP-D012-SEC03,belongs_to,O006-C140-CMP-D012,local
O006-C140-CMP-D012-SEC04,belongs_to,O006-C140-CMP-D012,local
O006-C140-CMP-D012-SEC05,belongs_to,O006-C140-CMP-D012,local
O006-C140-CMP-D012-SEC06,belongs_to,O006-C140-CMP-D012,local
O006-C140-CMP-D012-THM01,belongs_to,O006-C140-CMP-D012,local
O006-C140-CMP-D012-THM02,belongs_to,O006-C140-CMP-D012,local
O006-C140-CMP-D012-THM03,belongs_to,O006-C140-CMP-D012,local
O006-C140-CMP-D012-THM04,belongs_to,O006-C140-CMP-D012,local
O006-C140-CMP-D012-THM05,belongs_to,O006-C140-CMP-D012,local
O006-C140-CMP-D012-THM06,belongs_to,O006-C140-CMP-D012,local
O006-C140-CMP-D012-THM07,belongs_to,O006-C140-CMP-D012,local
O006-C140-CMP-D012-THM08,belongs_to,O006-C140-CMP-D012,local
O006-C140-CMP-D012-THM09,belongs_to,O006-C140-CMP-D012,local
O006-C140-CMP-D013,contrasts,O006-C140-CMP-D006,local
O006-C140-CMP-D013,extends,O006-C140-CMP-D007,local
O006-C140-CMP-D013,extends,O006-PSU-012,external
O006-C140-CMP-D013,follows,O006-C140-CMP-D012,local
O006-C140-CMP-D013,references,O006-C140-CMP-D003-THM-LAN,local
O006-C140-CMP-D013,references,O006-C140-CMP-D003-THM-MLE-AN,local
O006-C140-CMP-D013,references,O006-C140-CMP-D006-THM01,local
O006-C140-CMP-D013,references,O006-C140-CMP-D012-SEC01,local
O006-C140-CMP-D013,references,O006-C140-CMP-D013-EX01,local
O006-C140-CMP-D013,references,O006-C140-CMP-D013-THM01,local
O006-C140-CMP-D013,references,O006-C140-CMP-D013-THM04,local
O006-C140-CMP-D013,references,O006-PSU-012,external
O006-C140-CMP-D013,uses,O006-C140-CMP-D003,local
O006-C140-CMP-D013-ALG01,belongs_to,O006-C140-CMP-D013,local
O006-C140-CMP-D013-ALG02,belongs_to,O006-C140-CMP-D013,local
O006-C140-CMP-D013-ALG03,belongs_to,O006-C140-CMP-D013,local
O006-C140-CMP-D013-CTR01,belongs_to,O006-C140-CMP-D013,local
O006-C140-CMP-D013-DEF01,belongs_to,O006-C140-CMP-D013,local
O006-C140-CMP-D013-DEF02,belongs_to,O006-C140-CMP-D013,local
O006-C140-CMP-D013-EX01,belongs_to,O006-C140-CMP-D013,local
O006-C140-CMP-D013-EX02,belongs_to,O006-C140-CMP-D013,local
O006-C140-CMP-D013-EX03,belongs_to,O006-C140-CMP-D013,local
O006-C140-CMP-D013-EX04,belongs_to,O006-C140-CMP-D013,local
O006-C140-CMP-D013-EX05,belongs_to,O006-C140-CMP-D013,local
O006-C140-CMP-D013-EX06,belongs_to,O006-C140-CMP-D013,local
O006-C140-CMP-D013-PRF01,belongs_to,O006-C140-CMP-D013,local
O006-C140-CMP-D013-PRF02,belongs_to,O006-C140-CMP-D013,local
O006-C140-CMP-D013-PRF03,belongs_to,O006-C140-CMP-D013,local
O006-C140-CMP-D013-PRF04,belongs_to,O006-C140-CMP-D013,local
O006-C140-CMP-D013-REM01,belongs_to,O006-C140-CMP-D013,local
O006-C140-CMP-D013-REM02,belongs_to,O006-C140-CMP-D013,local
O006-C140-CMP-D013-REM03,belongs_to,O006-C140-CMP-D013,local
O006-C140-CMP-D013-REM04,belongs_to,O006-C140-CMP-D013,local
O006-C140-CMP-D013-SEC01,belongs_to,O006-C140-CMP-D013,local
O006-C140-CMP-D013-SEC02,belongs_to,O006-C140-CMP-D013,local
O006-C140-CMP-D013-SEC03,belongs_to,O006-C140-CMP-D013,local
O006-C140-CMP-D013-SEC04,belongs_to,O006-C140-CMP-D013,local
O006-C140-CMP-D013-SEC05,belongs_to,O006-C140-CMP-D013,local
O006-C140-CMP-D013-SEC06,belongs_to,O006-C140-CMP-D013,local
O006-C140-CMP-D013-SEC07,belongs_to,O006-C140-CMP-D013,local
O006-C140-CMP-D013-SEC08,belongs_to,O006-C140-CMP-D013,local
O006-C140-CMP-D013-SEC09,belongs_to,O006-C140-CMP-D013,local
O006-C140-CMP-D013-THM01,belongs_to,O006-C140-CMP-D013,local
O006-C140-CMP-D013-THM02,belongs_to,O006-C140-CMP-D013,local
O006-C140-CMP-D013-THM03,belongs_to,O006-C140-CMP-D013,local
O006-C140-CMP-D013-THM04,belongs_to,O006-C140-CMP-D013,local
O006-C140-CMP-INDEX,references,O006-C140-CMP-CA01,local
O006-C140-CMP-INDEX,references,O006-C140-CMP-CA02,local
O006-C140-CMP-INDEX,references,O006-C140-CMP-CA03,local
O006-C140-CMP-INDEX,references,O006-C140-CMP-CA04,local
O006-C140-CMP-INDEX,references,O006-C140-CMP-CP01,local
O006-C140-CMP-INDEX,references,O006-C140-CMP-CP02,local
O006-C140-CMP-INDEX,references,O006-C140-CMP-D001,local
O006-C140-CMP-INDEX,references,O006-C140-CMP-D002,local
O006-C140-CMP-INDEX,references,O006-C140-CMP-D003,local
O006-C140-CMP-INDEX,references,O006-C140-CMP-D004,local
O006-C140-CMP-INDEX,references,O006-C140-CMP-D005,local
O006-C140-CMP-INDEX,references,O006-C140-CMP-D006,local
O006-C140-CMP-INDEX,references,O006-C140-CMP-D007,local
O006-C140-CMP-INDEX,references,O006-C140-CMP-D008,local
O006-C140-CMP-INDEX,references,O006-C140-CMP-D009,local
O006-C140-CMP-INDEX,references,O006-C140-CMP-D010,local
O006-C140-CMP-INDEX,references,O006-C140-CMP-D011,local
O006-C140-CMP-INDEX,references,O006-C140-CMP-D012,local
O006-C140-CMP-INDEX,references,O006-C140-CMP-D013,local
O006-C140-CMP-INDEX,references,O006-C140-CMP-MS00,local
O006-C140-CMP-INDEX,references,O006-C140-CMP-MS01,local
O006-C140-CMP-INDEX,references,O006-C140-CMP-MS02,local
O006-C140-CMP-INDEX,references,O006-C140-CMP-MS03,local
O006-C140-CMP-INDEX,references,O006-C140-CMP-MS04,local
O006-C140-CMP-INDEX,references,O006-C140-CMP-MS05,local
O006-C140-CMP-INDEX,references,O006-C140-CMP-MS06,local
O006-C140-CMP-INDEX,references,O006-C140-CMP-MS07,local
O006-C140-CMP-INDEX,references,O006-C140-CMP-MS08,local
O006-C140-CMP-INDEX,references,O006-C140-CMP-MS09,local
O006-C140-CMP-INDEX,references,O006-C140-CMP-MS10,local
O006-C140-CMP-INDEX,references,O006-C140-CMP-MS11,local
O006-C140-CMP-INDEX,references,O006-C140-CMP-MS12,local
O006-C140-CMP-INDEX,references,O006-C140-CMP-SIM001,local
O006-C140-CMP-INDEX,references,O006-C140-CMP-SIM002,local
O006-C140-CMP-INDEX,references,O006-C140-CMP-SIM003,local
O006-C140-CMP-INDEX,references,O006-C140-CMP-SIM004,local
O006-C140-CMP-INDEX,references,O006-C140-CMP-SIM005,local
O006-C140-CMP-INDEX,references,O006-C140-CMP-SIM006,local
O006-C140-CMP-INDEX,supplements,O006-PSU-000,external
O006-C140-CMP-INDEX,uses-donor,O006-016-00-0001,external
O006-C140-CMP-INDEX-C5,belongs_to,O006-C140-CMP-INDEX,local
O006-C140-CMP-INDEX-SEC001,belongs_to,O006-C140-CMP-INDEX,local
O006-C140-CMP-INDEX-SEC002,belongs_to,O006-C140-CMP-INDEX,local
O006-C140-CMP-INDEX-SEC003,belongs_to,O006-C140-CMP-INDEX,local
O006-C140-CMP-INDEX-SEC004,belongs_to,O006-C140-CMP-INDEX,local
O006-C140-CMP-INDEX-SEC005,belongs_to,O006-C140-CMP-INDEX,local
O006-C140-CMP-INDEX-SEC006,belongs_to,O006-C140-CMP-INDEX,local
O006-C140-CMP-INDEX-SEC007,belongs_to,O006-C140-CMP-INDEX,local
O006-C140-CMP-MS00,assesses,O006-PSU-001,external
O006-C140-CMP-MS00-P01,belongs_to,O006-C140-CMP-MS00,local
O006-C140-CMP-MS00-P01-ANS,belongs_to,O006-C140-CMP-MS00,local
O006-C140-CMP-MS00-P01-H01,belongs_to,O006-C140-CMP-MS00,local
O006-C140-CMP-MS00-P01-H02,belongs_to,O006-C140-CMP-MS00,local
O006-C140-CMP-MS00-P01-SOL,belongs_to,O006-C140-CMP-MS00,local
O006-C140-CMP-MS00-P02,belongs_to,O006-C140-CMP-MS00,local
O006-C140-CMP-MS00-P02-ANS,belongs_to,O006-C140-CMP-MS00,local
O006-C140-CMP-MS00-P02-H01,belongs_to,O006-C140-CMP-MS00,local
O006-C140-CMP-MS00-P02-H02,belongs_to,O006-C140-CMP-MS00,local
O006-C140-CMP-MS00-P02-SOL,belongs_to,O006-C140-CMP-MS00,local
O006-C140-CMP-MS00-P03,belongs_to,O006-C140-CMP-MS00,local
O006-C140-CMP-MS00-P03-ANS,belongs_to,O006-C140-CMP-MS00,local
O006-C140-CMP-MS00-P03-H01,belongs_to,O006-C140-CMP-MS00,local
O006-C140-CMP-MS00-P03-H02,belongs_to,O006-C140-CMP-MS00,local
O006-C140-CMP-MS00-P03-SOL,belongs_to,O006-C140-CMP-MS00,local
O006-C140-CMP-MS00-P04,belongs_to,O006-C140-CMP-MS00,local
O006-C140-CMP-MS00-P04-ANS,belongs_to,O006-C140-CMP-MS00,local
O006-C140-CMP-MS00-P04-H01,belongs_to,O006-C140-CMP-MS00,local
O006-C140-CMP-MS00-P04-H02,belongs_to,O006-C140-CMP-MS00,local
O006-C140-CMP-MS00-P04-SOL,belongs_to,O006-C140-CMP-MS00,local
O006-C140-CMP-MS00-P05,belongs_to,O006-C140-CMP-MS00,local
O006-C140-CMP-MS00-P05-ANS,belongs_to,O006-C140-CMP-MS00,local
O006-C140-CMP-MS00-P05-H01,belongs_to,O006-C140-CMP-MS00,local
O006-C140-CMP-MS00-P05-H02,belongs_to,O006-C140-CMP-MS00,local
O006-C140-CMP-MS00-P05-SOL,belongs_to,O006-C140-CMP-MS00,local
O006-C140-CMP-MS00-P06,belongs_to,O006-C140-CMP-MS00,local
O006-C140-CMP-MS00-P06-ANS,belongs_to,O006-C140-CMP-MS00,local
O006-C140-CMP-MS00-P06-H01,belongs_to,O006-C140-CMP-MS00,local
O006-C140-CMP-MS00-P06-H02,belongs_to,O006-C140-CMP-MS00,local
O006-C140-CMP-MS00-P06-SOL,belongs_to,O006-C140-CMP-MS00,local
O006-C140-CMP-MS00-P07,belongs_to,O006-C140-CMP-MS00,local
O006-C140-CMP-MS00-P07-ANS,belongs_to,O006-C140-CMP-MS00,local
O006-C140-CMP-MS00-P07-H01,belongs_to,O006-C140-CMP-MS00,local
O006-C140-CMP-MS00-P07-H02,belongs_to,O006-C140-CMP-MS00,local
O006-C140-CMP-MS00-P07-SOL,belongs_to,O006-C140-CMP-MS00,local
O006-C140-CMP-MS00-P08,belongs_to,O006-C140-CMP-MS00,local
O006-C140-CMP-MS00-P08-ANS,belongs_to,O006-C140-CMP-MS00,local
O006-C140-CMP-MS00-P08-H01,belongs_to,O006-C140-CMP-MS00,local
O006-C140-CMP-MS00-P08-H02,belongs_to,O006-C140-CMP-MS00,local
O006-C140-CMP-MS00-P08-SOL,belongs_to,O006-C140-CMP-MS00,local
O006-C140-CMP-MS00-SEC-CHECK,belongs_to,O006-C140-CMP-MS00,local
O006-C140-CMP-MS00-SEC-OVERVIEW,belongs_to,O006-C140-CMP-MS00,local
O006-C140-CMP-MS01,assesses,O006-PSU-002,external
O006-C140-CMP-MS01-P01,belongs_to,O006-C140-CMP-MS01,local
O006-C140-CMP-MS01-P01-ANS,belongs_to,O006-C140-CMP-MS01,local
O006-C140-CMP-MS01-P01-H01,belongs_to,O006-C140-CMP-MS01,local
O006-C140-CMP-MS01-P01-H02,belongs_to,O006-C140-CMP-MS01,local
O006-C140-CMP-MS01-P01-SOL,belongs_to,O006-C140-CMP-MS01,local
O006-C140-CMP-MS01-P02,belongs_to,O006-C140-CMP-MS01,local
O006-C140-CMP-MS01-P02-ANS,belongs_to,O006-C140-CMP-MS01,local
O006-C140-CMP-MS01-P02-H01,belongs_to,O006-C140-CMP-MS01,local
O006-C140-CMP-MS01-P02-H02,belongs_to,O006-C140-CMP-MS01,local
O006-C140-CMP-MS01-P02-SOL,belongs_to,O006-C140-CMP-MS01,local
O006-C140-CMP-MS01-P03,belongs_to,O006-C140-CMP-MS01,local
O006-C140-CMP-MS01-P03-ANS,belongs_to,O006-C140-CMP-MS01,local
O006-C140-CMP-MS01-P03-H01,belongs_to,O006-C140-CMP-MS01,local
O006-C140-CMP-MS01-P03-H02,belongs_to,O006-C140-CMP-MS01,local
O006-C140-CMP-MS01-P03-SOL,belongs_to,O006-C140-CMP-MS01,local
O006-C140-CMP-MS01-P04,belongs_to,O006-C140-CMP-MS01,local
O006-C140-CMP-MS01-P04-ANS,belongs_to,O006-C140-CMP-MS01,local
O006-C140-CMP-MS01-P04-H01,belongs_to,O006-C140-CMP-MS01,local
O006-C140-CMP-MS01-P04-H02,belongs_to,O006-C140-CMP-MS01,local
O006-C140-CMP-MS01-P04-SOL,belongs_to,O006-C140-CMP-MS01,local
O006-C140-CMP-MS01-P05,belongs_to,O006-C140-CMP-MS01,local
O006-C140-CMP-MS01-P05-ANS,belongs_to,O006-C140-CMP-MS01,local
O006-C140-CMP-MS01-P05-H01,belongs_to,O006-C140-CMP-MS01,local
O006-C140-CMP-MS01-P05-H02,belongs_to,O006-C140-CMP-MS01,local
